SampleID	Date	SampleType	Location	Rep	Plot	GrowthCondtion	Genotype	SorghumType	Plate	GrowthCondtion_Genotype	Genotype_GrowthCondtion	Variety	Variety_GrowthCondtion	GrowthCondtion_Variety	Race	Population	Class	Race_info
CC0621LE13R0718177166	71817	Root	CentralCity	Rep6	Plot21	LowN	E13	PI297130	Plate84	LowN_E13	E13_LowN	Energy	Energy_LowN	LowN_Energy	Caudatum	F5	Tolerant	Caudatum
CC0712FE13R0718177205	71817	Root	CentralCity	Rep7	Plot12	HighN	E13	PI297130	Plate81	HighN_E13	E13_HighN	Energy	Energy_HighN	HighN_Energy	Caudatum	F5	Tolerant	Caudatum
CC0823FE13R0718177237	71817	Root	CentralCity	Rep8	Plot23	HighN	E13	PI297130	Plate83	HighN_E13	E13_HighN	Energy	Energy_HighN	HighN_Energy	Caudatum	F5	Tolerant	Caudatum
CC0113FE14R0718175894	71817	Root	CentralCity	Rep1	Plot13	HighN	E14	Grassl	Plate85	HighN_E14	E14_HighN	Energy	Energy_HighN	HighN_Energy	Caudatum	Recur_female	Sensitive	Caudatum
CC0113LE14R0718175891	71817	Root	CentralCity	Rep1	Plot13	LowN	E14	Grassl	Plate88	LowN_E14	E14_LowN	Energy	Energy_LowN	LowN_Energy	Caudatum	Recur_female	Sensitive	Caudatum
CC0220FE14R0718175900	71817	Root	CentralCity	Rep2	Plot20	HighN	E14	Grassl	Plate84	HighN_E14	E14_HighN	Energy	Energy_HighN	HighN_Energy	Caudatum	Recur_female	Sensitive	Caudatum
CC0220LE14R0718175897	71817	Root	CentralCity	Rep2	Plot20	LowN	E14	Grassl	Plate82	LowN_E14	E14_LowN	Energy	Energy_LowN	LowN_Energy	Caudatum	Recur_female	Sensitive	Caudatum
CC0311FE14R0718175903	71817	Root	CentralCity	Rep3	Plot11	HighN	E14	Grassl	Plate84	HighN_E14	E14_HighN	Energy	Energy_HighN	HighN_Energy	Caudatum	Recur_female	Sensitive	Caudatum
CC0311LE14R0718175906	71817	Root	CentralCity	Rep3	Plot11	LowN	E14	Grassl	Plate85	LowN_E14	E14_LowN	Energy	Energy_LowN	LowN_Energy	Caudatum	Recur_female	Sensitive	Caudatum
CC0422FE14R0718177083	71817	Root	CentralCity	Rep4	Plot22	HighN	E14	Grassl	Plate85	HighN_E14	E14_HighN	Energy	Energy_HighN	HighN_Energy	Caudatum	Recur_female	Sensitive	Caudatum
CC0422LE14R0718177059	71817	Root	CentralCity	Rep4	Plot22	LowN	E14	Grassl	Plate79	LowN_E14	E14_LowN	Energy	Energy_LowN	LowN_Energy	Caudatum	Recur_female	Sensitive	Caudatum
CC0512FE14R0718175909	71817	Root	CentralCity	Rep5	Plot12	HighN	E14	Grassl	Plate83	HighN_E14	E14_HighN	Energy	Energy_HighN	HighN_Energy	Caudatum	Recur_female	Sensitive	Caudatum
CC0512LE14R0718175912	71817	Root	CentralCity	Rep5	Plot12	LowN	E14	Grassl	Plate82	LowN_E14	E14_LowN	Energy	Energy_LowN	LowN_Energy	Caudatum	Recur_female	Sensitive	Caudatum
CC0612FE14R0718175915	71817	Root	CentralCity	Rep6	Plot12	HighN	E14	Grassl	Plate84	HighN_E14	E14_HighN	Energy	Energy_HighN	HighN_Energy	Caudatum	Recur_female	Sensitive	Caudatum
CC0612LE14R0718175918	71817	Root	CentralCity	Rep6	Plot12	LowN	E14	Grassl	Plate88	LowN_E14	E14_LowN	Energy	Energy_LowN	LowN_Energy	Caudatum	Recur_female	Sensitive	Caudatum
CC0722FE14R0718177215	71817	Root	CentralCity	Rep7	Plot22	HighN	E14	Grassl	Plate80	HighN_E14	E14_HighN	Energy	Energy_HighN	HighN_Energy	Caudatum	Recur_female	Sensitive	Caudatum
CC0722LE14R0718177191	71817	Root	CentralCity	Rep7	Plot22	LowN	E14	Grassl	Plate79	LowN_E14	E14_LowN	Energy	Energy_LowN	LowN_Energy	Caudatum	Recur_female	Sensitive	Caudatum
CC0821FE14R0718175921	71817	Root	CentralCity	Rep8	Plot21	HighN	E14	Grassl	Plate83	HighN_E14	E14_HighN	Energy	Energy_HighN	HighN_Energy	Caudatum	Recur_female	Sensitive	Caudatum
CC0821LE14R0718175924	71817	Root	CentralCity	Rep8	Plot21	LowN	E14	Grassl	Plate79	LowN_E14	E14_LowN	Energy	Energy_LowN	LowN_Energy	Caudatum	Recur_female	Sensitive	Caudatum
CC0111FE15R0718176941	71817	Root	CentralCity	Rep1	Plot11	HighN	E15	PI152730	Plate85	HighN_E15	E15_HighN	Energy	Energy_HighN	HighN_Energy	Caudatum/bicolor	Not_applicable	Sensitive	Intermediate
CC0210FE15R0718176982	71817	Root	CentralCity	Rep2	Plot10	HighN	E15	PI152730	Plate80	HighN_E15	E15_HighN	Energy	Energy_HighN	HighN_Energy	Caudatum/bicolor	Not_applicable	Sensitive	Intermediate
CC0317FE15R0718177009	71817	Root	CentralCity	Rep3	Plot17	HighN	E15	PI152730	Plate88	HighN_E15	E15_HighN	Energy	Energy_HighN	HighN_Energy	Caudatum/bicolor	Not_applicable	Sensitive	Intermediate
CC0317LE15R0718177030	71817	Root	CentralCity	Rep3	Plot17	LowN	E15	PI152730	Plate79	LowN_E15	E15_LowN	Energy	Energy_LowN	LowN_Energy	Caudatum/bicolor	Not_applicable	Sensitive	Intermediate
CC0412FE15R0718177073	71817	Root	CentralCity	Rep4	Plot12	HighN	E15	PI152730	Plate88	HighN_E15	E15_HighN	Energy	Energy_HighN	HighN_Energy	Caudatum/bicolor	Not_applicable	Sensitive	Intermediate
CC0412LE15R0718177049	71817	Root	CentralCity	Rep4	Plot12	LowN	E15	PI152730	Plate85	LowN_E15	E15_LowN	Energy	Energy_LowN	LowN_Energy	Caudatum/bicolor	Not_applicable	Sensitive	Intermediate
CC0507FE15R0718177090	71817	Root	CentralCity	Rep5	Plot7	HighN	E15	PI152730	Plate80	HighN_E15	E15_HighN	Energy	Energy_HighN	HighN_Energy	Caudatum/bicolor	Not_applicable	Sensitive	Intermediate
CC0507LE15R0718177111	71817	Root	CentralCity	Rep5	Plot7	LowN	E15	PI152730	Plate84	LowN_E15	E15_LowN	Energy	Energy_LowN	LowN_Energy	Caudatum/bicolor	Not_applicable	Sensitive	Intermediate
CC0609FE15R0718177134	71817	Root	CentralCity	Rep6	Plot9	HighN	E15	PI152730	Plate82	HighN_E15	E15_HighN	Energy	Energy_HighN	HighN_Energy	Caudatum/bicolor	Not_applicable	Sensitive	Intermediate
CC0609LE15R0718177155	71817	Root	CentralCity	Rep6	Plot9	LowN	E15	PI152730	Plate81	LowN_E15	E15_LowN	Energy	Energy_LowN	LowN_Energy	Caudatum/bicolor	Not_applicable	Sensitive	Intermediate
CC0717FE15R0718177210	71817	Root	CentralCity	Rep7	Plot17	HighN	E15	PI152730	Plate88	HighN_E15	E15_HighN	Energy	Energy_HighN	HighN_Energy	Caudatum/bicolor	Not_applicable	Sensitive	Intermediate
CC0717LE15R0718177186	71817	Root	CentralCity	Rep7	Plot17	LowN	E15	PI152730	Plate85	LowN_E15	E15_LowN	Energy	Energy_LowN	LowN_Energy	Caudatum/bicolor	Not_applicable	Sensitive	Intermediate
CC0816FE15R0718177231	71817	Root	CentralCity	Rep8	Plot16	HighN	E15	PI152730	Plate88	HighN_E15	E15_HighN	Energy	Energy_HighN	HighN_Energy	Caudatum/bicolor	Not_applicable	Sensitive	Intermediate
CC0816LE15R0718177252	71817	Root	CentralCity	Rep8	Plot16	LowN	E15	PI152730	Plate84	LowN_E15	E15_LowN	Energy	Energy_LowN	LowN_Energy	Caudatum/bicolor	Not_applicable	Sensitive	Intermediate
CC0104FE17R0718175893	71817	Root	CentralCity	Rep1	Plot4	HighN	E17	PI655972	Plate81	HighN_E17	E17_HighN	Energy	Energy_HighN	HighN_Energy	Kafir	F5	Sensitive	Kafir
CC0104LE17R0718175890	71817	Root	CentralCity	Rep1	Plot4	LowN	E17	PI655972	Plate85	LowN_E17	E17_LowN	Energy	Energy_LowN	LowN_Energy	Kafir	F5	Sensitive	Kafir
CC0205LE17R0718175896	71817	Root	CentralCity	Rep2	Plot5	LowN	E17	PI655972	Plate81	LowN_E17	E17_LowN	Energy	Energy_LowN	LowN_Energy	Kafir	F5	Sensitive	Kafir
CC0303FE17R0718175902	71817	Root	CentralCity	Rep3	Plot3	HighN	E17	PI655972	Plate88	HighN_E17	E17_HighN	Energy	Energy_HighN	HighN_Energy	Kafir	F5	Sensitive	Kafir
CC0403FE17R0718177064	71817	Root	CentralCity	Rep4	Plot3	HighN	E17	PI655972	Plate85	HighN_E17	E17_HighN	Energy	Energy_HighN	HighN_Energy	Kafir	F5	Sensitive	Kafir
CC0403LE17R0718177040	71817	Root	CentralCity	Rep4	Plot3	LowN	E17	PI655972	Plate84	LowN_E17	E17_LowN	Energy	Energy_LowN	LowN_Energy	Kafir	F5	Sensitive	Kafir
CC0505FE17R0718175907	71817	Root	CentralCity	Rep5	Plot5	HighN	E17	PI655972	Plate87	HighN_E17	E17_HighN	Energy	Energy_HighN	HighN_Energy	Kafir	F5	Sensitive	Kafir
CC0605FE17R0718175914	71817	Root	CentralCity	Rep6	Plot5	HighN	E17	PI655972	Plate84	HighN_E17	E17_HighN	Energy	Energy_HighN	HighN_Energy	Kafir	F5	Sensitive	Kafir
CC0605LE17R0718175917	71817	Root	CentralCity	Rep6	Plot5	LowN	E17	PI655972	Plate88	LowN_E17	E17_LowN	Energy	Energy_LowN	LowN_Energy	Kafir	F5	Sensitive	Kafir
CC0705FE17R0718177198	71817	Root	CentralCity	Rep7	Plot5	HighN	E17	PI655972	Plate83	HighN_E17	E17_HighN	Energy	Energy_HighN	HighN_Energy	Kafir	F5	Sensitive	Kafir
CC0804FE17R0718175920	71817	Root	CentralCity	Rep8	Plot4	HighN	E17	PI655972	Plate83	HighN_E17	E17_HighN	Energy	Energy_HighN	HighN_Energy	Kafir	F5	Sensitive	Kafir
CC0124FE18R0718176953	71817	Root	CentralCity	Rep1	Plot24	HighN	E18	PI510757	Plate80	HighN_E18	E18_HighN	Energy	Energy_HighN	HighN_Energy	Durra	F5	Sensitive	Durra
CC0124LE18R0718176932	71817	Root	CentralCity	Rep1	Plot24	LowN	E18	PI510757	Plate79	LowN_E18	E18_LowN	Energy	Energy_LowN	LowN_Energy	Durra	F5	Sensitive	Durra
CC0318FE18R0718177010	71817	Root	CentralCity	Rep3	Plot18	HighN	E18	PI510757	Plate85	HighN_E18	E18_HighN	Energy	Energy_HighN	HighN_Energy	Durra	F5	Sensitive	Durra
CC0318LE18R0718177031	71817	Root	CentralCity	Rep3	Plot18	LowN	E18	PI510757	Plate79	LowN_E18	E18_LowN	Energy	Energy_LowN	LowN_Energy	Durra	F5	Sensitive	Durra
CC0407FE18R0718177068	71817	Root	CentralCity	Rep4	Plot7	HighN	E18	PI510757	Plate87	HighN_E18	E18_HighN	Energy	Energy_HighN	HighN_Energy	Durra	F5	Sensitive	Durra
CC0407LE18R0718177044	71817	Root	CentralCity	Rep4	Plot7	LowN	E18	PI510757	Plate83	LowN_E18	E18_LowN	Energy	Energy_LowN	LowN_Energy	Durra	F5	Sensitive	Durra
CC0522FE18R0718177104	71817	Root	CentralCity	Rep5	Plot22	HighN	E18	PI510757	Plate86	HighN_E18	E18_HighN	Energy	Energy_HighN	HighN_Energy	Durra	F5	Sensitive	Durra
CC0522LE18R0718177125	71817	Root	CentralCity	Rep5	Plot22	LowN	E18	PI510757	Plate80	LowN_E18	E18_LowN	Energy	Energy_LowN	LowN_Energy	Durra	F5	Sensitive	Durra
CC0623FE18R0718177147	71817	Root	CentralCity	Rep6	Plot23	HighN	E18	PI510757	Plate79	HighN_E18	E18_HighN	Energy	Energy_HighN	HighN_Energy	Durra	F5	Sensitive	Durra
CC0623LE18R0718177168	71817	Root	CentralCity	Rep6	Plot23	LowN	E18	PI510757	Plate85	LowN_E18	E18_LowN	Energy	Energy_LowN	LowN_Energy	Durra	F5	Sensitive	Durra
CC0713FE18R0718177206	71817	Root	CentralCity	Rep7	Plot13	HighN	E18	PI510757	Plate86	HighN_E18	E18_HighN	Energy	Energy_HighN	HighN_Energy	Durra	F5	Sensitive	Durra
CC0713LE18R0718177182	71817	Root	CentralCity	Rep7	Plot13	LowN	E18	PI510757	Plate87	LowN_E18	E18_LowN	Energy	Energy_LowN	LowN_Energy	Durra	F5	Sensitive	Durra
CC0808FE18R0718177223	71817	Root	CentralCity	Rep8	Plot8	HighN	E18	PI510757	Plate85	HighN_E18	E18_HighN	Energy	Energy_HighN	HighN_Energy	Durra	F5	Sensitive	Durra
CC0116FE3R0718178584	71817	Root	CentralCity	Rep1	Plot16	HighN	E3	PI505735	Plate98	HighN_E3	E3_HighN	Energy	Energy_HighN	HighN_Energy	Caudatum	Not_applicable	Sensitive	Caudatum
CC0116LE3R0718176924	71817	Root	CentralCity	Rep1	Plot16	LowN	E3	PI505735	Plate80	LowN_E3	E3_LowN	Energy	Energy_LowN	LowN_Energy	Caudatum	Not_applicable	Sensitive	Caudatum
CC0214FE3R0718176986	71817	Root	CentralCity	Rep2	Plot14	HighN	E3	PI505735	Plate87	HighN_E3	E3_HighN	Energy	Energy_HighN	HighN_Energy	Caudatum	Not_applicable	Sensitive	Caudatum
CC0323FE3R0718177015	71817	Root	CentralCity	Rep3	Plot23	HighN	E3	PI505735	Plate84	HighN_E3	E3_HighN	Energy	Energy_HighN	HighN_Energy	Caudatum	Not_applicable	Sensitive	Caudatum
CC0323LE3R0718177036	71817	Root	CentralCity	Rep3	Plot23	LowN	E3	PI505735	Plate81	LowN_E3	E3_LowN	Energy	Energy_LowN	LowN_Energy	Caudatum	Not_applicable	Sensitive	Caudatum
CC0423FE3R0718177084	71817	Root	CentralCity	Rep4	Plot23	HighN	E3	PI505735	Plate85	HighN_E3	E3_HighN	Energy	Energy_HighN	HighN_Energy	Caudatum	Not_applicable	Sensitive	Caudatum
CC0423LE3R0718177060	71817	Root	CentralCity	Rep4	Plot23	LowN	E3	PI505735	Plate87	LowN_E3	E3_LowN	Energy	Energy_LowN	LowN_Energy	Caudatum	Not_applicable	Sensitive	Caudatum
CC0518FE3R0718177100	71817	Root	CentralCity	Rep5	Plot18	HighN	E3	PI505735	Plate79	HighN_E3	E3_HighN	Energy	Energy_HighN	HighN_Energy	Caudatum	Not_applicable	Sensitive	Caudatum
CC0518LE3R0718177121	71817	Root	CentralCity	Rep5	Plot18	LowN	E3	PI505735	Plate83	LowN_E3	E3_LowN	Energy	Energy_LowN	LowN_Energy	Caudatum	Not_applicable	Sensitive	Caudatum
CC0610FE3R0718177135	71817	Root	CentralCity	Rep6	Plot10	HighN	E3	PI505735	Plate85	HighN_E3	E3_HighN	Energy	Energy_HighN	HighN_Energy	Caudatum	Not_applicable	Sensitive	Caudatum
CC0610LE3R0718177156	71817	Root	CentralCity	Rep6	Plot10	LowN	E3	PI505735	Plate82	LowN_E3	E3_LowN	Energy	Energy_LowN	LowN_Energy	Caudatum	Not_applicable	Sensitive	Caudatum
CC0708FE3R0718177201	71817	Root	CentralCity	Rep7	Plot8	HighN	E3	PI505735	Plate86	HighN_E3	E3_HighN	Energy	Energy_HighN	HighN_Energy	Caudatum	Not_applicable	Sensitive	Caudatum
CC0824FE3R0718177238	71817	Root	CentralCity	Rep8	Plot24	HighN	E3	PI505735	Plate80	HighN_E3	E3_HighN	Energy	Energy_HighN	HighN_Energy	Caudatum	Not_applicable	Sensitive	Caudatum
CC0824LE3R0718177259	71817	Root	CentralCity	Rep8	Plot24	LowN	E3	PI505735	Plate85	LowN_E3	E3_LowN	Energy	Energy_LowN	LowN_Energy	Caudatum	Not_applicable	Sensitive	Caudatum
CC0112FE4R0718176942	71817	Root	CentralCity	Rep1	Plot12	HighN	E4	PI329632	Plate84	HighN_E4	E4_HighN	Energy	Energy_HighN	HighN_Energy	Durra	F6	Sensitive	Durra
CC0112LE4R0718176921	71817	Root	CentralCity	Rep1	Plot12	LowN	E4	PI329632	Plate85	LowN_E4	E4_LowN	Energy	Energy_LowN	LowN_Energy	Durra	F6	Sensitive	Durra
CC0216FE4R0718176988	71817	Root	CentralCity	Rep2	Plot16	HighN	E4	PI329632	Plate83	HighN_E4	E4_HighN	Energy	Energy_HighN	HighN_Energy	Durra	F6	Sensitive	Durra
CC0315FE4R0718177007	71817	Root	CentralCity	Rep3	Plot15	HighN	E4	PI329632	Plate80	HighN_E4	E4_HighN	Energy	Energy_HighN	HighN_Energy	Durra	F6	Sensitive	Durra
CC0315LE4R0718177028	71817	Root	CentralCity	Rep3	Plot15	LowN	E4	PI329632	Plate84	LowN_E4	E4_LowN	Energy	Energy_LowN	LowN_Energy	Durra	F6	Sensitive	Durra
CC0416FE4R0718177077	71817	Root	CentralCity	Rep4	Plot16	HighN	E4	PI329632	Plate79	HighN_E4	E4_HighN	Energy	Energy_HighN	HighN_Energy	Durra	F6	Sensitive	Durra
CC0416LE4R0718177053	71817	Root	CentralCity	Rep4	Plot16	LowN	E4	PI329632	Plate81	LowN_E4	E4_LowN	Energy	Energy_LowN	LowN_Energy	Durra	F6	Sensitive	Durra
CC0509LE4R0718177113	71817	Root	CentralCity	Rep5	Plot9	LowN	E4	PI329632	Plate81	LowN_E4	E4_LowN	Energy	Energy_LowN	LowN_Energy	Durra	F6	Sensitive	Durra
CC0624FE4R0718177148	71817	Root	CentralCity	Rep6	Plot24	HighN	E4	PI329632	Plate86	HighN_E4	E4_HighN	Energy	Energy_HighN	HighN_Energy	Durra	F6	Sensitive	Durra
CC0624LE4R0718177169	71817	Root	CentralCity	Rep6	Plot24	LowN	E4	PI329632	Plate81	LowN_E4	E4_LowN	Energy	Energy_LowN	LowN_Energy	Durra	F6	Sensitive	Durra
CC0714FE4R0718177207	71817	Root	CentralCity	Rep7	Plot14	HighN	E4	PI329632	Plate88	HighN_E4	E4_HighN	Energy	Energy_HighN	HighN_Energy	Durra	F6	Sensitive	Durra
CC0714LE4R0718177183	71817	Root	CentralCity	Rep7	Plot14	LowN	E4	PI329632	Plate82	LowN_E4	E4_LowN	Energy	Energy_LowN	LowN_Energy	Durra	F6	Sensitive	Durra
CC0820FE4R0718177235	71817	Root	CentralCity	Rep8	Plot20	HighN	E4	PI329632	Plate83	HighN_E4	E4_HighN	Energy	Energy_HighN	HighN_Energy	Durra	F6	Sensitive	Durra
CC0820LE4R0718177256	71817	Root	CentralCity	Rep8	Plot20	LowN	E4	PI329632	Plate80	LowN_E4	E4_LowN	Energy	Energy_LowN	LowN_Energy	Durra	F6	Sensitive	Durra
CC0110LE5R0718176919	71817	Root	CentralCity	Rep1	Plot10	LowN	E5	PI35038	Plate80	LowN_E5	E5_LowN	Energy	Energy_LowN	LowN_Energy	Caudatum	F6	Sensitive	Caudatum
CC0219FE5R0718176991	71817	Root	CentralCity	Rep2	Plot19	HighN	E5	PI35038	Plate80	HighN_E5	E5_HighN	Energy	Energy_HighN	HighN_Energy	Caudatum	F6	Sensitive	Caudatum
CC0219LE5R0718176970	71817	Root	CentralCity	Rep2	Plot19	LowN	E5	PI35038	Plate84	LowN_E5	E5_LowN	Energy	Energy_LowN	LowN_Energy	Caudatum	F6	Sensitive	Caudatum
CC0319FE5R0718177011	71817	Root	CentralCity	Rep3	Plot19	HighN	E5	PI35038	Plate86	HighN_E5	E5_HighN	Energy	Energy_HighN	HighN_Energy	Caudatum	F6	Sensitive	Caudatum
CC0319LE5R0718177032	71817	Root	CentralCity	Rep3	Plot19	LowN	E5	PI35038	Plate81	LowN_E5	E5_LowN	Energy	Energy_LowN	LowN_Energy	Caudatum	F6	Sensitive	Caudatum
CC0421FE5R0718177082	71817	Root	CentralCity	Rep4	Plot21	HighN	E5	PI35038	Plate83	HighN_E5	E5_HighN	Energy	Energy_HighN	HighN_Energy	Caudatum	F6	Sensitive	Caudatum
CC0421LE5R0718177058	71817	Root	CentralCity	Rep4	Plot21	LowN	E5	PI35038	Plate87	LowN_E5	E5_LowN	Energy	Energy_LowN	LowN_Energy	Caudatum	F6	Sensitive	Caudatum
CC0508FE5R0718177091	71817	Root	CentralCity	Rep5	Plot8	HighN	E5	PI35038	Plate86	HighN_E5	E5_HighN	Energy	Energy_HighN	HighN_Energy	Caudatum	F6	Sensitive	Caudatum
CC0508LE5R0718177112	71817	Root	CentralCity	Rep5	Plot8	LowN	E5	PI35038	Plate88	LowN_E5	E5_LowN	Energy	Energy_LowN	LowN_Energy	Caudatum	F6	Sensitive	Caudatum
CC0608FE5R0718177133	71817	Root	CentralCity	Rep6	Plot8	HighN	E5	PI35038	Plate88	HighN_E5	E5_HighN	Energy	Energy_HighN	HighN_Energy	Caudatum	F6	Sensitive	Caudatum
CC0608LE5R0718177154	71817	Root	CentralCity	Rep6	Plot8	LowN	E5	PI35038	Plate86	LowN_E5	E5_LowN	Energy	Energy_LowN	LowN_Energy	Caudatum	F6	Sensitive	Caudatum
CC0710FE5R0718177203	71817	Root	CentralCity	Rep7	Plot10	HighN	E5	PI35038	Plate82	HighN_E5	E5_HighN	Energy	Energy_HighN	HighN_Energy	Caudatum	F6	Sensitive	Caudatum
CC0710LE5R0718177179	71817	Root	CentralCity	Rep7	Plot10	LowN	E5	PI35038	Plate81	LowN_E5	E5_LowN	Energy	Energy_LowN	LowN_Energy	Caudatum	F6	Sensitive	Caudatum
CC0814LE5R0718177250	71817	Root	CentralCity	Rep8	Plot14	LowN	E5	PI35038	Plate88	LowN_E5	E5_LowN	Energy	Energy_LowN	LowN_Energy	Caudatum	F6	Sensitive	Caudatum
CC0115FE6R0718176944	71817	Root	CentralCity	Rep1	Plot15	HighN	E6	PI585954	Plate82	HighN_E6	E6_HighN	Energy	Energy_HighN	HighN_Energy	Guinea	F6	Sensitive	Guinea
CC0115LE6R0718176923	71817	Root	CentralCity	Rep1	Plot15	LowN	E6	PI585954	Plate88	LowN_E6	E6_LowN	Energy	Energy_LowN	LowN_Energy	Guinea	F6	Sensitive	Guinea
CC0212FE6R0718176984	71817	Root	CentralCity	Rep2	Plot12	HighN	E6	PI585954	Plate83	HighN_E6	E6_HighN	Energy	Energy_HighN	HighN_Energy	Guinea	F6	Sensitive	Guinea
CC0322FE6R0718177014	71817	Root	CentralCity	Rep3	Plot22	HighN	E6	PI585954	Plate80	HighN_E6	E6_HighN	Energy	Energy_HighN	HighN_Energy	Guinea	F6	Sensitive	Guinea
CC0322LE6R0718177035	71817	Root	CentralCity	Rep3	Plot22	LowN	E6	PI585954	Plate85	LowN_E6	E6_LowN	Energy	Energy_LowN	LowN_Energy	Guinea	F6	Sensitive	Guinea
CC0413FE6R0718177074	71817	Root	CentralCity	Rep4	Plot13	HighN	E6	PI585954	Plate86	HighN_E6	E6_HighN	Energy	Energy_HighN	HighN_Energy	Guinea	F6	Sensitive	Guinea
CC0514FE6R0718177096	71817	Root	CentralCity	Rep5	Plot14	HighN	E6	PI585954	Plate83	HighN_E6	E6_HighN	Energy	Energy_HighN	HighN_Energy	Guinea	F6	Sensitive	Guinea
CC0514LE6R0718177117	71817	Root	CentralCity	Rep5	Plot14	LowN	E6	PI585954	Plate86	LowN_E6	E6_LowN	Energy	Energy_LowN	LowN_Energy	Guinea	F6	Sensitive	Guinea
CC0620FE6R0718177144	71817	Root	CentralCity	Rep6	Plot20	HighN	E6	PI585954	Plate79	HighN_E6	E6_HighN	Energy	Energy_HighN	HighN_Energy	Guinea	F6	Sensitive	Guinea
CC0620LE6R0718177165	71817	Root	CentralCity	Rep6	Plot20	LowN	E6	PI585954	Plate83	LowN_E6	E6_LowN	Energy	Energy_LowN	LowN_Energy	Guinea	F6	Sensitive	Guinea
CC0709LE6R0718177178	71817	Root	CentralCity	Rep7	Plot9	LowN	E6	PI585954	Plate86	LowN_E6	E6_LowN	Energy	Energy_LowN	LowN_Energy	Guinea	F6	Sensitive	Guinea
CC0810LE6R0718177246	71817	Root	CentralCity	Rep8	Plot10	LowN	E6	PI585954	Plate86	LowN_E6	E6_LowN	Energy	Energy_LowN	LowN_Energy	Guinea	F6	Sensitive	Guinea
CC0118FE7R0718176947	71817	Root	CentralCity	Rep1	Plot18	HighN	E7	NTJ2	Plate81	HighN_E7	E7_HighN	Energy	Energy_HighN	HighN_Energy	Durra	F6	Sensitive	Durra
CC0118LE7R0718176926	71817	Root	CentralCity	Rep1	Plot18	LowN	E7	NTJ2	Plate82	LowN_E7	E7_LowN	Energy	Energy_LowN	LowN_Energy	Durra	F6	Sensitive	Durra
CC0223FE7R0718176994	71817	Root	CentralCity	Rep2	Plot23	HighN	E7	NTJ2	Plate86	HighN_E7	E7_HighN	Energy	Energy_HighN	HighN_Energy	Durra	F6	Sensitive	Durra
CC0223LE7R0718176973	71817	Root	CentralCity	Rep2	Plot23	LowN	E7	NTJ2	Plate87	LowN_E7	E7_LowN	Energy	Energy_LowN	LowN_Energy	Durra	F6	Sensitive	Durra
CC0320FE7R0718177012	71817	Root	CentralCity	Rep3	Plot20	HighN	E7	NTJ2	Plate87	HighN_E7	E7_HighN	Energy	Energy_HighN	HighN_Energy	Durra	F6	Sensitive	Durra
CC0320LE7R0718177033	71817	Root	CentralCity	Rep3	Plot20	LowN	E7	NTJ2	Plate88	LowN_E7	E7_LowN	Energy	Energy_LowN	LowN_Energy	Durra	F6	Sensitive	Durra
CC0411FE7R0718177072	71817	Root	CentralCity	Rep4	Plot11	HighN	E7	NTJ2	Plate88	HighN_E7	E7_HighN	Energy	Energy_HighN	HighN_Energy	Durra	F6	Sensitive	Durra
CC0511FE7R0718177094	71817	Root	CentralCity	Rep5	Plot11	HighN	E7	NTJ2	Plate83	HighN_E7	E7_HighN	Energy	Energy_HighN	HighN_Energy	Durra	F6	Sensitive	Durra
CC0511LE7R0718177115	71817	Root	CentralCity	Rep5	Plot11	LowN	E7	NTJ2	Plate79	LowN_E7	E7_LowN	Energy	Energy_LowN	LowN_Energy	Durra	F6	Sensitive	Durra
CC0618FE7R0718177142	71817	Root	CentralCity	Rep6	Plot18	HighN	E7	NTJ2	Plate80	HighN_E7	E7_HighN	Energy	Energy_HighN	HighN_Energy	Durra	F6	Sensitive	Durra
CC0724FE7R0718177217	71817	Root	CentralCity	Rep7	Plot24	HighN	E7	NTJ2	Plate81	HighN_E7	E7_HighN	Energy	Energy_HighN	HighN_Energy	Durra	F6	Sensitive	Durra
CC0724LE7R0718177193	71817	Root	CentralCity	Rep7	Plot24	LowN	E7	NTJ2	Plate87	LowN_E7	E7_LowN	Energy	Energy_LowN	LowN_Energy	Durra	F6	Sensitive	Durra
CC0817FE7R0718177232	71817	Root	CentralCity	Rep8	Plot17	HighN	E7	NTJ2	Plate81	HighN_E7	E7_HighN	Energy	Energy_HighN	HighN_Energy	Durra	F6	Sensitive	Durra
CC0107FE8R0718176937	71817	Root	CentralCity	Rep1	Plot7	HighN	E8	M81e	Plate84	HighN_E8	E8_HighN	Energy	Energy_HighN	HighN_Energy	Caudatum/durra	F7	Sensitive	Intermediate
CC0107LE8R0718176916	71817	Root	CentralCity	Rep1	Plot7	LowN	E8	M81e	Plate81	LowN_E8	E8_LowN	Energy	Energy_LowN	LowN_Energy	Caudatum/durra	F7	Sensitive	Intermediate
CC0217FE8R0718176989	71817	Root	CentralCity	Rep2	Plot17	HighN	E8	M81e	Plate85	HighN_E8	E8_HighN	Energy	Energy_HighN	HighN_Energy	Caudatum/durra	F7	Sensitive	Intermediate
